Date,AwayTeam,AwayJersey,HomeTeam,HomeJersey
4/30/21,HOU,Road gray,TBR,Home white
4/30/21,BOS,Road navy,TEX,Home red
4/30/21,ATL,Road gray 150th season patch,TOR,Home royal
4/30/21,MIA,Road gray,WSN,Home navy
5/1/21,COL,Road gray 2021 All Star Game patch,ARI,Home black
5/1/21,CLE,Road gray,CHW,Home black
5/1/21,CHC,Road royal,CIN,Home red Joe Morgan 8 memorial patch
5/1/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,MIL,Home white Hank Aaron 44 memorial patch
5/1/21,KCR,Road royal,MIN,Home navy Mike Bell MB memorial patch
5/1/21,DET,Road gray,NYY,Home white Whitey Ford 16 memorial patch
5/1/21,BAL,Road orange,OAK,Home kelly green
5/1/21,NYM,Road gray Tom Seaver 41 memorial patch,PHI,Home white Dick Allen 15 memorial patch
5/1/21,STL,Road powder Bob Gibson 45 memorial patch,PIT,Home white
5/1/21,SFG,Road gray,SDP,Home white
5/1/21,LAA,Road gray,SEA,Home white
5/1/21,HOU,Road gray,TBR,Home navy
5/1/21,BOS,Road navy,TEX,Home white blue hat
5/1/21,ATL,Road gray 150th season patch,TOR,Home royal
5/1/21,MIA,Road black,WSN,Home white Curly W
5/2/21,COL,Road gray 2021 All Star Game patch,ARI,Home red snake hat
5/2/21,CLE,Road navy,CHW,Home throwback
5/2/21,CHC,Road royal,CIN,Home red Joe Morgan 8 memorial patch
5/2/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,MIL,Home white Hank Aaron 44 memorial patch
5/2/21,KCR,Road royal,MIN,Home white Mike Bell MB memorial patch
5/2/21,DET,Road gray,NYY,Home white Whitey Ford 16 memorial patch
5/2/21,BAL,Road gray,OAK,Home green
5/2/21,NYM,Road gray Tom Seaver 41 memorial patch,PHI,Home white Dick Allen 15 memorial patch
5/2/21,STL,Road gray Bob Gibson 45 memorial patch,PIT,Home black
5/2/21,SFG,Road gray,SDP,Home camo green
5/2/21,LAA,Road gray,SEA,Home cream
5/2/21,HOU,Road orange,TBR,Home powder throwback hat
5/2/21,BOS,Road gray,TEX,Home powder
5/2/21,ATL,Road gray 150th season patch,TOR,Home royal
5/2/21,MIA,Road gray,WSN,Home white Curly W
5/3/21,LAD,Postponed - 5/4/21,CHC,Postponed - 5/4/21
5/3/21,SFG,Postponed - 5/4/21,COL,Postponed - 5/4/21
5/3/21,CLE,Road gray,KCR,Home white
5/3/21,TBR,Road navy,LAA,Home white
5/3/21,TEX,Road royal,MIN,Home white Mike Bell MB memorial patch
5/3/21,TOR,Road royal,OAK,Home white
5/3/21,MIL,Road navy Hank Aaron 44 memorial patch,PHI,Home white Dick Allen 15 memorial patch
5/3/21,PIT,Road gray,SDP,Home white
5/3/21,BAL,Road gray,SEA,Home white
5/3/21,NYM,Road gray Tom Seaver 41 memorial patch,STL,Home white Bob Gibson 45 memorial patch
5/4/21,DET,Road gray,BOS,Home white
5/4/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,CHC,Home white
5/4/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,CHC,Home white
5/4/21,CHW,Road gray,CIN,Home white Joe Morgan 8 memorial patch
5/4/21,SFG,Road gray,COL,Home white 2021 All Star Game patch
5/4/21,SFG,Road gray,COL,Home black 2021 All Star Game patch
5/4/21,CLE,Road gray,KCR,Home white
5/4/21,TBR,Road navy,LAA,Home white
5/4/21,ARI,Road gray,MIA,Home white
5/4/21,TEX,Road royal,MIN,Home red Mike Bell MB memorial patch
5/4/21,HOU,Road gray,NYY,Home white Whitey Ford 16 memorial patch
5/4/21,TOR,Road royal,OAK,Home white
5/4/21,MIL,Road navy Hank Aaron 44 memorial patch,PHI,Home white Dick Allen 15 memorial patch
5/4/21,PIT,Road gray,SDP,Home white
5/4/21,BAL,Road gray,SEA,Home white
5/4/21,NYM,Postponed - 5/5/21,STL,Postponed - 5/5/21
5/4/21,ATL,Road gray 150th season patch,WSN,Home white white panel hat
5/5/21,DET,Road gray,BOS,Home white
5/5/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,CHC,Home white
5/5/21,CHW,Road gray,CIN,Home red Hispanic Heritage
5/5/21,SFG,Road gray,COL,Home white 2021 All Star Game patch
5/5/21,CLE,Road navy,KCR,Home white
5/5/21,TBR,Road navy,LAA,Home red
5/5/21,ARI,Road red snake hat,MIA,Home white
5/5/21,TEX,Road gray,MIN,Home powder Mike Bell MB memorial patch
5/5/21,HOU,Road gray,NYY,Home white Whitey Ford 16 memorial patch
5/5/21,TOR,Road royal,OAK,Home kelly green
5/5/21,MIL,Road gray Hank Aaron 44 memorial patch,PHI,Home white Dick Allen 15 memorial patch
5/5/21,PIT,Road black,SDP,Home white
5/5/21,BAL,Road gray,SEA,Home white
5/5/21,NYM,Road gray Tom Seaver 41 memorial patch,STL,Home white Bob Gibson 45 memorial patch
5/5/21,NYM,Road gray Tom Seaver 41 memorial patch,STL,Home white Bob Gibson 45 memorial patch
5/5/21,ATL,Road navy 150th season patch,WSN,Home white white panel hat
5/6/21,DET,Road gray,BOS,Home red
5/6/21,CLE,Road navy,KCR,Home powder
5/6/21,TBR,Road navy,LAA,Home red
5/6/21,ARI,Road gray,MIA,Home white
5/6/21,TEX,Road gray,MIN,Home red Mike Bell MB memorial patch
5/6/21,HOU,Road gray,NYY,Home white Whitey Ford 16 memorial patch
5/6/21,TOR,Road royal,OAK,Home white
5/6/21,MIL,Road navy Hank Aaron 44 memorial patch,PHI,Home throwback Dick Allen 15 memorial patch
5/6/21,NYM,Road royal Tom Seaver 41 memorial patch,STL,Home white Bob Gibson 45 memorial patch
5/6/21,ATL,Road navy 150th season patch,WSN,Home white white panel hat
5/7/21,PHI,Road gray Dick Allen 15 memorial patch,ATL,Home red 150th season patch
5/7/21,BOS,Road gray,BAL,Home black
5/7/21,PIT,Road gray,CHC,Home white
5/7/21,CIN,Road gray Joe Morgan 8 memorial patch,CLE,Home white
5/7/21,MIN,Road gray Mike Bell MB memorial patch,DET,Home white
5/7/21,TOR,Road gray,HOU,Home orange
5/7/21,CHW,Road gray,KCR,Home white gold trim
5/7/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,LAA,Home white
5/7/21,MIL,Road gray Hank Aaron 44 memorial patch,MIA,Home black
5/7/21,ARI,Road gray,NYM,Home white Tom Seaver 41 memorial patch
5/7/21,WSN,Road gray,NYY,Home white Whitey Ford 16 memorial patch
5/7/21,TBR,Road navy,OAK,Home white
5/7/21,SDP,Road sand,SFG,Home orange
5/7/21,COL,Road purple 2021 All Star Game patch,STL,Home white Bob Gibson 45 memorial patch
5/7/21,SEA,Road gray,TEX,Home red
5/8/21,PHI,Road gray Dick Allen 15 memorial patch,ATL,Home white 150th season patch
5/8/21,BOS,Road navy,BAL,Home orange
5/8/21,PIT,Road gray,CHC,Home white
5/8/21,CIN,Road gray Joe Morgan 8 memorial patch,CLE,Home white
5/8/21,MIN,Road gray Mike Bell MB memorial patch,DET,Home white
5/8/21,TOR,Road powder,HOU,Home white
5/8/21,CHW,Road black,KCR,Home white
5/8/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,LAA,Home white
5/8/21,MIL,Road gray Hank Aaron 44 memorial patch,MIA,Home black
5/8/21,ARI,Road gray,NYM,Home white Tom Seaver 41 memorial patch
5/8/21,WSN,Road gray,NYY,Home white Whitey Ford 16 memorial patch
5/8/21,TBR,Road navy,OAK,Home white
5/8/21,SDP,Road sand,SFG,Home cream
5/8/21,COL,Road purple 2021 All Star Game patch,STL,Home cream Bob Gibson 45 memorial patch
5/8/21,SEA,Road gray,TEX,Home white blue hat
5/9/21,PHI,Road gray Mother’s Day hat and patch Dick Allen 15 memorial patch,ATL,Home white 150th season patch Mother’s Day hat and patch
5/9/21,BOS,Road gray Mother’s Day hat and patch,BAL,Home white Mother’s Day hat and patch
5/9/21,PIT,Road gray Mother’s Day hat and patch,CHC,Home white Mother’s Day hat and patch
5/9/21,CIN,Postponed - 8/9/21,CLE,Postponed - 8/9/21
5/9/21,MIN,Postponed - 7/16/21,DET,Postponed - 7/16/21
5/9/21,TOR,Road royal Mother’s Day hat and patch,HOU,Home white Mother’s Day hat and patch
5/9/21,CHW,Road black Mother’s Day hat and patch,KCR,Home powder Mother’s Day hat and patch
5/9/21,LAD,Road gray Dodgers Mother’s Day hat and patch Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,LAA,Home white Mother’s Day hat and patch
5/9/21,MIL,Road gray Mother’s Day hat and patch Hank Aaron 44 memorial patch,MIA,Home white Mother’s Day hat and patch
5/9/21,ARI,Road gray Mother’s Day hat and patch,NYM,Home white Mother’s Day hat and patch Tom Seaver 41 memorial patch
5/9/21,WSN,Road red Mother’s Day hat and patch,NYY,Home white Mother’s Day hat and patch Whitey Ford 16 memorial patch
5/9/21,TBR,Road navy Mother’s Day hat and patch,OAK,Home white Mother’s Day hat and patch
5/9/21,SDP,Road brown Mother’s Day hat and patch,SFG,Home cream Mother’s Day hat and patch
5/9/21,COL,Road gray 2021 All Star Game patch Mother’s Day hat and patch,STL,Home white Mother’s Day hat and patch Bob Gibson 45 memorial patch
5/9/21,SEA,Road gray Mother’s Day hat and patch,TEX,Home powder Mother’s Day hat and patch
5/10/21,MIA,Road gray,ARI,Home white sand accents
5/10/21,BOS,Road navy,BAL,Home white
5/10/21,SDP,Postponed - 5/12/21,COL,Postponed - 5/12/21
5/10/21,LAA,Road gray,HOU,Home white
5/10/21,CIN,Road gray Joe Morgan 8 memorial patch,PIT,Home white
5/10/21,TEX,Road royal,SFG,Home cream
5/11/21,MIA,Road gray,ARI,Home white teal accents
5/11/21,TOR,Road royal,ATL,Home white 150th season patch
5/11/21,OAK,Road gray,BOS,Home red
5/11/21,MIN,Road navy Mike Bell MB memorial patch,CHW,Home white
5/11/21,CHC,Road gray,CLE,Home white
5/11/21,SDP,Road sand,COL,Home white 2021 All Star Game patch
5/11/21,KCR,Road gray,DET,Home white
5/11/21,LAA,Road gray,HOU,Home white
5/11/21,SEA,Road navy,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
5/11/21,STL,Road gray Bob Gibson 45 memorial patch,MIL,Home cream Hank Aaron 44 memorial patch
5/11/21,BAL,Road gray,NYM,Home white Tom Seaver 41 memorial patch
5/11/21,CIN,Road gray Joe Morgan 8 memorial patch,PIT,Home white
5/11/21,TEX,Road gray,SFG,Home cream
5/11/21,NYY,Road gray Whitey Ford 16 memorial patch,TBR,Home navy
5/11/21,PHI,Road gray Dick Allen 15 memorial patch,WSN,Home white white panel hat
5/12/21,MIA,Road gray,ARI,Home red snake hat
5/12/21,TOR,Road powder,ATL,Home white 150th season patch
5/12/21,OAK,Road gray,BOS,Home white
5/12/21,MIN,Road navy Mike Bell MB memorial patch,CHW,Home white
5/12/21,CHC,Road royal,CLE,Home red
5/12/21,SDP,Road brown,COL,Home black 2021 All Star Game patch
5/12/21,SDP,Road sand,COL,Home white 2021 All Star Game patch
5/12/21,KCR,Road gray,DET,Home white
5/12/21,LAA,Road gray,HOU,Home white
5/12/21,SEA,Road navy,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
5/12/21,STL,Road gray Bob Gibson 45 memorial patch,MIL,Home cream Hank Aaron 44 memorial patch
5/12/21,BAL,Road gray,NYM,Home white Tom Seaver 41 memorial patch
5/12/21,CIN,Road red Joe Morgan 8 memorial patch,PIT,Home white Military Appreciation
5/12/21,NYY,Road gray Whitey Ford 16 memorial patch,TBR,Home white
5/12/21,PHI,Road gray Dick Allen 15 memorial patch,WSN,Home white white panel hat
5/13/21,MIA,Road gray,ARI,Home white sand accents
5/13/21,TOR,Road royal,ATL,Home white 150th season patch
5/13/21,OAK,Road gray,BOS,Home white
5/13/21,MIN,Road gray Mike Bell MB memorial patch,CHW,Home black
5/13/21,CIN,Road gray Joe Morgan 8 memorial patch,COL,Home white 2021 All Star Game patch
5/13/21,KCR,Road royal,DET,Home white
5/13/21,TEX,Road royal,HOU,Home white
5/13/21,STL,Road gray Bob Gibson 45 memorial patch,MIL,Home cream Hank Aaron 44 memorial patch
5/13/21,SFG,Road gray,PIT,Home white
5/13/21,CLE,Road navy,SEA,Home white
5/13/21,NYY,Road gray Whitey Ford 16 memorial patch,TBR,Home powder
5/13/21,PHI,Road gray Dick Allen 15 memorial patch,WSN,Home white Curly W
5/14/21,WSN,Road gray Armed Forces hat,ARI,Home black Armed Forces hat
5/14/21,NYY,Road gray Armed Forces hat Whitey Ford 16 memorial patch,BAL,Home black Armed Forces hat
5/14/21,LAA,Road gray Armed Forces hat,BOS,Home white Armed Forces hat
5/14/21,KCR,Road royal Armed Forces hat,CHW,Home black Armed Forces hat
5/14/21,KCR,Road gray Armed Forces hat,CHW,Home white Armed Forces hat
5/14/21,CIN,Road gray Joe Morgan 8 memorial patch Armed Forces hat,COL,Home white 2021 All Star Game patch Armed Forces hat
5/14/21,CHC,Road royal Armed Forces hat,DET,Home white Armed Forces hat
5/14/21,TEX,Road gray Armed Forces hat,HOU,Home orange Armed Forces hat
5/14/21,MIA,Road black Armed Forces hat,LAD,Home white Armed Forces hat Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
5/14/21,ATL,Road navy 150th season patch Armed Forces hat,MIL,Home white Armed Forces hat Hank Aaron 44 memorial patch
5/14/21,OAK,Road gray Armed Forces hat,MIN,Home red Armed Forces hat Mike Bell MB memorial patch
5/14/21,SFG,Road gray Armed Forces hat,PIT,Home white Military Appreciation Armed Forces hat
5/14/21,STL,Road gray Armed Forces hat Bob Gibson 45 memorial patch,SDP,Home white Armed Forces hat
5/14/21,CLE,Road gray Armed Forces hat,SEA,Home teal Armed Forces hat
5/14/21,NYM,Road gray Armed Forces hat Tom Seaver 41 memorial patch,TBR,Home navy Armed Forces hat
5/14/21,PHI,Road gray Armed Forces hat Dick Allen 15 memorial patch,TOR,Home royal Armed Forces hat
5/15/21,WSN,Road gray Armed Forces hat and patch,ARI,Home black Armed Forces hat and patch
5/15/21,NYY,Road gray Armed Forces hat and patch Whitey Ford 16 memorial patch,BAL,Home orange Armed Forces hat and patch
5/15/21,LAA,Road gray Armed Forces hat and patch,BOS,Home red Armed Forces hat and patch
5/15/21,KCR,Road gray Armed Forces hat and patch,CHW,Home white Armed Forces hat and patch
5/15/21,CIN,Road gray Joe Morgan 8 memorial patch Armed Forces hat and patch,COL,Home white 2021 All Star Game patch Armed Forces hat and patch
5/15/21,CHC,Road royal Armed Forces hat and patch,DET,Home white Armed Forces hat and patch
5/15/21,TEX,Road royal Armed Forces hat and patch,HOU,Home white Armed Forces hat and patch
5/15/21,MIA,Road black Armed Forces hat and patch,LAD,Home white Armed Forces hat and patch Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
5/15/21,ATL,Road navy 150th season patch Armed Forces hat and patch,MIL,Home white Armed Forces hat and patch Hank Aaron 44 memorial patch
5/15/21,OAK,Road gray Armed Forces hat and patch,MIN,Home navy Armed Forces hat and patch Mike Bell MB memorial patch
5/15/21,SFG,Road gray Armed Forces hat and patch,PIT,Home white Military Appreciation Armed Forces hat and patch
5/15/21,STL,Road gray Armed Forces hat and patch Bob Gibson 45 memorial patch,SDP,Home white Armed Forces hat and patch
5/15/21,CLE,Road navy Armed Forces hat and patch,SEA,Home white Armed Forces hat and patch
5/15/21,NYM,Road gray Armed Forces hat and patch Tom Seaver 41 memorial patch,TBR,Home navy Armed Forces hat and patch
5/15/21,PHI,Road gray Armed Forces hat and patch Dick Allen 15 memorial patch,TOR,Home royal Armed Forces hat and patch
5/16/21,WSN,Road navy Armed Forces hat,ARI,Home red Armed Forces hat
5/16/21,NYY,Road gray Armed Forces hat Whitey Ford 16 memorial patch,BAL,Home white Armed Forces hat
5/16/21,LAA,Road gray Armed Forces hat,BOS,Home red Armed Forces hat
5/16/21,KCR,Road royal Armed Forces hat,CHW,Home black Armed Forces hat
5/16/21,CIN,Road red Joe Morgan 8 memorial patch Armed Forces hat,COL,Home white 2021 All Star Game patch Armed Forces hat
5/16/21,CHC,Road royal Armed Forces hat,DET,Home white Armed Forces hat
5/16/21,TEX,Road gray Armed Forces hat,HOU,Home navy Armed Forces hat
5/16/21,MIA,Road gray Armed Forces hat,LAD,Home white Armed Forces hat Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
5/16/21,ATL,Road gray 150th season patch Armed Forces hat,MIL,Home white Armed Forces hat Hank Aaron 44 memorial patch
5/16/21,OAK,Road gray Armed Forces hat,MIN,Home red Armed Forces hat Mike Bell MB memorial patch
5/16/21,SFG,Road gray Armed Forces hat,PIT,Home white Military Appreciation Armed Forces hat
5/16/21,STL,Road gray Armed Forces hat Bob Gibson 45 memorial patch,SDP,Home camo brown Armed Forces hat
5/16/21,CLE,Road navy Armed Forces hat,SEA,Home cream Armed Forces hat
5/16/21,NYM,Road gray Armed Forces hat Tom Seaver 41 memorial patch,TBR,Home powder Armed Forces hat
5/16/21,PHI,Road gray Armed Forces hat Dick Allen 15 memorial patch,TOR,Home royal Armed Forces hat
5/17/21,NYM,Road royal Tom Seaver 41 memorial patch,ATL,Home white 150th season patch
5/17/21,WSN,Road navy,CHC,Home white
5/17/21,SFG,Road gray,CIN,Home white Joe Morgan 8 memorial patch
5/17/21,CLE,Road navy,LAA,Home white
5/17/21,ARI,Road gray,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
5/17/21,CHW,Road gray,MIN,Home red Mike Bell MB memorial patch
5/17/21,COL,Road purple 2021 All Star Game patch,SDP,Home white
5/17/21,DET,Road gray,SEA,Home white
5/17/21,NYY,Road gray Whitey Ford 16 memorial patch,TEX,Home white blue hat
5/18/21,NYM,Road royal Tom Seaver 41 memorial patch,ATL,Home white 150th season patch
5/18/21,TBR,Road navy,BAL,Home white
5/18/21,WSN,Road navy,CHC,Home white
5/18/21,SFG,Road gray,CIN,Home white Joe Morgan 8 memorial patch
5/18/21,MIL,Road gray Hank Aaron 44 memorial patch,KCR,Home white
5/18/21,CLE,Road navy,LAA,Home white
5/18/21,ARI,Road gray,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
5/18/21,CHW,Road black,MIN,Home white Mike Bell MB memorial patch
5/18/21,HOU,Road gray,OAK,Home white
5/18/21,MIA,Road gray,PHI,Home white Dick Allen 15 memorial patch
5/18/21,COL,Road black 2021 All Star Game patch,SDP,Home white
5/18/21,DET,Road gray,SEA,Home white
5/18/21,PIT,Road black,STL,Home white Bob Gibson 45 memorial patch
5/18/21,NYY,Road gray Whitey Ford 16 memorial patch,TEX,Home white blue hat
5/18/21,BOS,Road navy,TOR,Home powder
5/19/21,NYM,Road gray Tom Seaver 41 memorial patch,ATL,Home white 150th season patch
5/19/21,TBR,Road navy,BAL,Home white
5/19/21,WSN,Road navy,CHC,Home white
5/19/21,SFG,Road gray,CIN,Home white Joe Morgan 8 memorial patch
5/19/21,MIL,Road navy Hank Aaron 44 memorial patch,KCR,Home white
5/19/21,CLE,Road navy,LAA,Home white
5/19/21,ARI,Road red snake hat,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
5/19/21,CHW,Road black,MIN,Home white Mike Bell MB memorial patch
5/19/21,HOU,Road gray,OAK,Home white
5/19/21,MIA,Road gray,PHI,Home white Dick Allen 15 memorial patch
5/19/21,COL,Road gray 2021 All Star Game patch,SDP,Home white
5/19/21,DET,Road gray,SEA,Home white
5/19/21,PIT,Road gray,STL,Home white Bob Gibson 45 memorial patch
5/19/21,NYY,Road gray Whitey Ford 16 memorial patch,TEX,Home white blue hat
5/19/21,BOS,Road navy,TOR,Home royal
5/20/21,PIT,Road black,ATL,Home white 150th season patch
5/20/21,TBR,Road navy,BAL,Home white
5/20/21,WSN,Road gray,CHC,Home white
5/20/21,SFG,Road gray,CIN,Home red Joe Morgan 8 memorial patch
5/20/21,MIN,Road navy Mike Bell MB memorial patch,LAA,Home white
5/20/21,MIN,Road gray Mike Bell MB memorial patch,LAA,Home red
5/20/21,ARI,Road gray,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
5/20/21,HOU,Road orange,OAK,Home white
5/20/21,MIA,Road gray,PHI,Home throwback Dick Allen 15 memorial patch
5/20/21,NYY,Road gray Whitey Ford 16 memorial patch,TEX,Home white red hat
5/20/21,BOS,Road navy,TOR,Home white
5/21/21,PIT,Road black,ATL,Home red 150th season patch
5/21/21,MIL,Road navy Hank Aaron 44 memorial patch,CIN,Home white Joe Morgan 8 memorial patch
5/21/21,MIN,Road navy Mike Bell MB memorial patch,CLE,Home white
5/21/21,ARI,Road gray,COL,Home purple 2021 All Star Game patch
5/21/21,DET,Road gray,KCR,Home white gold trim
5/21/21,OAK,Road gray,LAA,Home white
5/21/21,NYM,Road gray Tom Seaver 41 memorial patch,MIA,City Connect
5/21/21,CHW,Road gray,NYY,Home white Whitey Ford 16 memorial patch
5/21/21,BOS,Road navy,PHI,Home white Dick Allen 15 memorial patch
5/21/21,SEA,Road gray,SDP,Home white
5/21/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,SFG,Home orange
5/21/21,CHC,Road royal,STL,Home white Bob Gibson 45 memorial patch
5/21/21,HOU,Road gray,TEX,Home red
5/21/21,TBR,Road navy,TOR,Home royal
5/21/21,BAL,Road gray,WSN,Home navy
5/22/21,PIT,Road black,ATL,Home white 150th season patch
5/22/21,MIL,Road navy Hank Aaron 44 memorial patch,CIN,Home white Joe Morgan 8 memorial patch
5/22/21,MIN,Road navy Mike Bell MB memorial patch,CLE,Home red
5/22/21,ARI,Road gray,COL,Home white 2021 All Star Game patch
5/22/21,DET,Road gray,KCR,Home powder
5/22/21,OAK,Road gray,LAA,Home white
5/22/21,NYM,Road gray Tom Seaver 41 memorial patch,MIA,City Connect
5/22/21,CHW,Road gray,NYY,Home white Whitey Ford 16 memorial patch
5/22/21,BOS,Road navy,PHI,Home white Dick Allen 15 memorial patch
5/22/21,SEA,Road navy,SDP,Home white
5/22/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,SFG,Home black
5/22/21,CHC,Road gray,STL,Home cream Bob Gibson 45 memorial patch
5/22/21,HOU,Road gray,TEX,Home white blue hat
5/22/21,TBR,Road navy,TOR,Home royal
5/22/21,BAL,Road orange,WSN,Home white Curly W
5/23/21,PIT,Road gray,ATL,Home cream
5/23/21,MIL,Road navy Hank Aaron 44 memorial patch,CIN,Home red Joe Morgan 8 memorial patch
5/23/21,MIN,Road navy Mike Bell MB memorial patch,CLE,Home white
5/23/21,ARI,Road red snake hat,COL,Home white 2021 All Star Game patch
5/23/21,DET,Road Negro League,KCR,Home Negro League
5/23/21,OAK,Road gray,LAA,Home white
5/23/21,NYM,Road royal Tom Seaver 41 memorial patch,MIA,City Connect
5/23/21,CHW,Road gray,NYY,Home white Whitey Ford 16 memorial patch
5/23/21,BOS,Road navy,PHI,Home cream Dick Allen 15 memorial patch
5/23/21,SEA,Road navy,SDP,Home camo green
5/23/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,SFG,Home cream
5/23/21,CHC,Road royal,STL,Home white Sunday hat Bob Gibson 45 memorial patch
5/23/21,HOU,Road orange,TEX,Home powder
5/23/21,TBR,Road navy,TOR,Home powder
5/23/21,BAL,Road black,WSN,Home white Curly W
5/24/21,STL,Road gray Bob Gibson 45 memorial patch,CHW,Home black
5/24/21,CLE,Road navy,DET,Home white
5/24/21,PHI,Road gray Dick Allen 15 memorial patch,MIA,Home white
5/24/21,SDP,Road sand,MIL,Home cream Hank Aaron 44 memorial patch
5/24/21,BAL,Road gray,MIN,Home white Mike Bell MB memorial patch
5/24/21,COL,Road black 2021 All Star Game patch,NYM,Home white Tom Seaver 41 memorial patch
5/24/21,SEA,Road navy,OAK,Home white
5/24/21,TBR,Road navy,TOR,Home white
5/25/21,SFG,Road gray,ARI,Home white teal accents
5/25/21,ATL,Road navy 150th season patch,BOS,Home white
5/25/21,STL,Road gray Bob Gibson 45 memorial patch,CHW,Home black
5/25/21,CLE,Road navy,DET,Home white
5/25/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,HOU,Home white
5/25/21,TEX,Road royal,LAA,Home red
5/25/21,PHI,Road gray Dick Allen 15 memorial patch,MIA,Home white
5/25/21,SDP,Road sand,MIL,Home cream Hank Aaron 44 memorial patch
5/25/21,BAL,Road gray,MIN,Home white Mike Bell MB memorial patch
5/25/21,COL,Road gray 2021 All Star Game patch,NYM,Home white Tom Seaver 41 memorial patch
5/25/21,TOR,Road royal,NYY,Home white Whitey Ford 16 memorial patch
5/25/21,SEA,Road navy,OAK,Home white
5/25/21,CHC,Road royal,PIT,Home black
5/25/21,KCR,Road gray,TBR,Home powder
5/25/21,CIN,Road gray Joe Morgan 8 memorial patch,WSN,Home white white panel hat
5/26/21,SFG,Road gray,ARI,Home red A hat
5/26/21,ATL,Road navy 150th season patch,BOS,Home white
5/26/21,STL,Road gray Bob Gibson 45 memorial patch,CHW,Home black
5/26/21,CLE,Road navy,DET,Home white
5/26/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,HOU,Home white
5/26/21,TEX,Road gray,LAA,Home white
5/26/21,PHI,Road gray Dick Allen 15 memorial patch,MIA,Home white
5/26/21,SDP,Road brown,MIL,Home cream Hank Aaron 44 memorial patch
5/26/21,BAL,Road gray,MIN,Home red Mike Bell MB memorial patch
5/26/21,COL,Postponed - 5/27/21,NYM,Postponed - 5/27/21
5/26/21,TOR,Postponed - 5/27/21,NYY,Postponed - 5/27/21
5/26/21,SEA,Road navy,OAK,Home kelly green
5/26/21,CHC,Road gray,PIT,Home white Military Appreciation
5/26/21,KCR,Road gray,TBR,Home navy
5/26/21,CIN,Road gray Joe Morgan 8 memorial patch,WSN,Home white Curly W
5/27/21,STL,Road gray Bob Gibson 45 memorial patch,ARI,Home white sand accents
5/27/21,BAL,Road gray,CHW,Home white
5/27/21,CLE,Road navy,DET,Home white
5/27/21,SFG,Road gray,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
5/27/21,PHI,Road gray Dick Allen 15 memorial patch,MIA,Home white
5/27/21,SDP,Road brown,MIL,Home cream Hank Aaron 44 memorial patch
5/27/21,COL,Road purple 2021 All Star Game patch,NYM,Home white Tom Seaver 41 memorial patch
5/27/21,COL,Road black 2021 All Star Game patch,NYM,Home white Tom Seaver 41 memorial patch
5/27/21,TOR,Road powder,NYY,Home white Whitey Ford 16 memorial patch
5/27/21,TOR,Road royal,NYY,Home white Whitey Ford 16 memorial patch
5/27/21,LAA,Road gray,OAK,Home kelly green
5/27/21,CHC,Road royal,PIT,Home white
5/27/21,TEX,Road gray,SEA,Home white
5/27/21,KCR,Road royal,TBR,Home navy
5/27/21,CIN,Road gray Joe Morgan 8 memorial patch,WSN,Home navy
5/28/21,STL,Road gray Bob Gibson 45 memorial patch,ARI,Home white teal accents
